path,git_mode,bytes,lines,sha256,media,area,coverage
assets/tmwd_cdp_bridge/README.md,100644,1105,20,5c540c8bb0bba0fb9a3a6dc843e137596b93e058848cc537890c304a6dbc8512,text,docs-config,byte/line inventory+targeted claim/config consistency review
assets/tool_usable_history.json,100644,1274,1,06f1d39c5cc2f0a6fca64a43686009e0283bdabfdf87aa751218c2ebee8daad6,text,docs-config,byte/line inventory+targeted claim/config consistency review
assets/tools_schema_cn.json,100644,6793,74,c0d354b93f188cc546f3db247d8b9d9c97c73ca261aeea15550c770883c5c86f,text,docs-config,byte/line inventory+targeted claim/config consistency review
assets/tools_schema.json,100644,5896,74,182b239bdc71aa41456b3a96462a150c22ce97c9e01b1998dc2f544ac49e1db0,text,docs-config,byte/line inventory+targeted claim/config consistency review
CHANGELOG.md,100644,4869,53,38beb2226985ca1612e8d41f2764ae4f00d3e50ba42bbed4516b03d22c46925e,text,docs-config,byte/line inventory+targeted claim/config consistency review
CONTRIBUTING.md,100644,2119,39,3faa4b51ea818755cdc94b2e0e40ea54c8371beb0f5c6f7e42bb5825f99a8640,text,docs-config,byte/line inventory+targeted claim/config consistency review
docs/PRIVACY_AND_DATA.md,100644,3506,61,a7f3f57fb7ec8eacc500615344fb59c8b0b713f9203a5ff06812d7a977d974f8,text,docs-config,byte/line inventory+targeted claim/config consistency review
docs/RELEASE_NOTES_0.4.0.md,100644,7606,74,1098bef90fa6fbfebd6b4e7a3e7cb484bfbd3ee9b62606c604587fff258d7f03,text,docs-config,byte/line inventory+targeted claim/config consistency review
docs/RELEASE_PROCESS.md,100644,7905,159,8bfb463cc6c0a5a2ca4b93f7334bd4e28c64094405b62d0858a192f9784fc029,text,docs-config,byte/line inventory+targeted claim/config consistency review
docs/SECURITY_AUDIT_0.4.0.md,100644,12621,243,c40924c57bc4e0d2a3c1e021e1abc386d2f89977a042f5f553a48acfcbb4dbe0,text,docs-config,byte/line inventory+targeted claim/config consistency review
docs/UNINSTALL.md,100644,2938,64,487e55b426d6b3473567446d177f5b8a80978ec4540285908e82192c4530cdd2,text,docs-config,byte/line inventory+targeted claim/config consistency review
docs/website/index.md,100644,1076,16,4a8169ddf0047ed3a4e4370aa270d0986408ebb6605cc47e429c908c6fb3692b,text,docs-config,byte/line inventory+targeted claim/config consistency review
frontends/at_complete.py,100644,10652,273,bc1b74c2da7efa22bd26cca4e0cfa6fc88b236be7e9d5bab72175f049456df8c,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/btw_cmd.py,100644,5477,143,f79e4c2412a755e07466cd5753d15566749c25bbcfb1a4ae77ab0d4112175887,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/chat_bubble.png,100644,504717,0,81b1b07e854f06d41854f4530b0a7fa0f43d0685918be0f1d815e680d47ae383,binary,binary-asset,sha256+format/build/package inspection
frontends/chatapp_common.py,100644,18569,462,796e6789cf3fe59aa111ae378d144d078ccf02db9bd9ef80fffda418d5436c7c,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/conductor_im_plugins/_email_example.py,100644,554,16,e244b58cb2ddf69748d7ba3ea59d347535b521acf6a8d09dab86fdbf9c048512,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/conductor_im_plugins/_lark_example.py,100644,1611,33,cb887aaa411ea4d32b2094dda05a16fd5a122d92f1c0276c2db23b36ebbdd2c1,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/conductor_im_plugins/_TEMPLATE.py,100644,922,20,addece076161a4f2b250d9637d58711b87e1d3f8aa0aaa7a46f514402ab347da,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/conductor.html,100644,21774,474,edacd17a549cb9b6ab346a7ac4be3e9aa8e9369201ab7bf7f777d7f9f1ae578c,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/conductor.py,100644,23465,549,06a8aaed7b577c3d0521d3c0dd5f87924478a15d37f65670e7a97fb47ad04a8b,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/continue_cmd.py,100644,49398,1189,4cfa1f4606c62721917afb8ed96e53d8a2a80f388f69a9543aa67e97287e6c48,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/cost_tracker.py,100644,7232,176,b519653d1e79887d7f74b16d59c9e1bf2a6454d3ac30ee60c7102fb19a71488c,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/dcapp.py,100644,20951,484,641a55d51ad552aaa95016493ebbcc1bb795489ad1647dd7b2b23656fc8936eb,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/desktop_bridge.py,100644,92341,2241,025987d775288786e0553704472e2413f7db41e0863bdd2850c0922cfcf43bbc,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/DESKTOP_PET_README.md,100644,3904,180,a349dda0f522bcfa17892a554232115889ce6df469dc573617d957b05553c873,text,docs-config,byte/line inventory+targeted claim/config consistency review
frontends/desktop_pet_v2.pyw,100644,44234,1091,8710361d87fd2b45d3b02093b6c34e9fdfbb31dc693402b416ec575c7de67ee6,text,other,line scan+hash+repository consistency review
frontends/desktop/.gitignore,100644,115,9,9ef52c967d7b4b5d8bd3cd148a111b8adb2b316d0e9c9303aa61dfe0cd02d32f,text,other,line scan+hash+repository consistency review
frontends/desktop/package-lock.json,100644,7437,248,5a155ec3b3c7ab37a77eceb82c83194ea81b4947e8ea8ac91b27997e2a53b94d,text,dependency-lock,line scan+package parser+SCA+SBOM
frontends/desktop/package.json,100644,276,14,d74f089a1a2226ef1e14d78baf362c8c917366993cc876c29d997d2edba3fc97,text,docs-config,byte/line inventory+targeted claim/config consistency review
frontends/desktop/src-tauri/build.rs,100644,39,4,487059eaf8a947b80f20a9aacac038a5047b2ad69d2401b827376c67d6fe847f,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/desktop/src-tauri/capabilities/default.json,100644,407,17,e4c675c36f209c504a66850d8bf8ec104c3efc91d8a02f214da181e5ed8bdeff,text,docs-config,byte/line inventory+targeted claim/config consistency review
frontends/desktop/src-tauri/Cargo.lock,100644,132110,5405,f53bccdaa07957cb43513117e4cacd9612ddebd326c60405d83479a67a191a9c,text,dependency-lock,line scan+package parser+SCA+SBOM
frontends/desktop/src-tauri/Cargo.toml,100644,452,21,02becf7e2bf8032a5d5f26340dd71135dd8e0156503ee787a08cabe6b8904073,text,docs-config,byte/line inventory+targeted claim/config consistency review
frontends/desktop/src-tauri/icons/128x128.png,100644,23621,0,7d800560cbde7195deee9ab4dc470e9678aa0c690ead6859e1433c5130b83d2b,binary,binary-asset,sha256+format/build/package inspection
frontends/desktop/src-tauri/icons/128x128@2x.png,100644,62600,0,7491762f2825acfa35a426e1a0ac76c85c0aca5078d59a2957bb9ded31b6c53f,binary,binary-asset,sha256+format/build/package inspection
frontends/desktop/src-tauri/icons/32x32.png,100644,2628,0,31b1807944b54a21e64507871784bdea6871ebffd276108e0358ca813c1cdfa2,binary,binary-asset,sha256+format/build/package inspection
frontends/desktop/src-tauri/icons/dmg-background.png,100644,47133,0,3e4a6dcb6ca2a0a7676acaba59a75a0bc4f668e1e122d367d1164b370f2bcc14,binary,binary-asset,sha256+format/build/package inspection
frontends/desktop/src-tauri/icons/icon.icns,100644,677075,0,9f29f48e2b91c1e5a88f338d49e96e95134268f6f02a3d4e704d045bdf6aa056,binary,binary-asset,sha256+format/build/package inspection
frontends/desktop/src-tauri/icons/icon.ico,100644,104757,0,8c4e15c808860452ed32327ccfcd62565b02152e87232a67c1230bc868a3c836,binary,binary-asset,sha256+format/build/package inspection
frontends/desktop/src-tauri/icons/icon.png,100644,133189,0,4298e9464515fc5b3eaf5f3dc9afceb74aacf04ede9161273064bd23d31c3e11,binary,binary-asset,sha256+format/build/package inspection
frontends/desktop/src-tauri/resources/penglai-runtime/README.md,100644,481,20,32379d173a866857274d85593301aa94b00eeacd0a41a4ec486badfdfb3faa90,text,docs-config,byte/line inventory+targeted claim/config consistency review
frontends/desktop/src-tauri/src/lib.rs,100644,58208,1657,e4a0c22d7da299ac4456f283532b400b6d2d96b974af629aa8782ecefb6f01ee,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/desktop/src-tauri/src/main.rs,100644,113,6,c44bc4b012c8d0d7648fb554716b650b5ae1978716abb00ddeb978a1dc48ba54,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/desktop/src-tauri/tauri.conf.json,100644,3063,88,819243d50daaa921d796ac5d3b868da2ba470b656b8d186c876fbd9dfbc8939b,text,docs-config,byte/line inventory+targeted claim/config consistency review
frontends/desktop/static/app.js,100644,151517,3683,37a1186876db432635259adcdd2277860f7f6eb993413f3a4e9511ba80f9ae86,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/desktop/static/fallback.html,100644,49346,1071,74b12b84cd45769cf974c6ae75572297a4bca2bcda688551390c28ebcaefde17,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/desktop/static/index.html,100644,15390,305,8df1de001ecd7c949ea695f9b7caf8b4be4626c237c843ae2848fb9c9addc211,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/desktop/static/loading.html,100644,749,15,64041cacb9add462bbeff3ff75f1ee8d7eefb642db4f06402c2435c562509c82,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/desktop/static/penglai-web.js,100644,9674,216,3d1a2588650de5a034f4b2d1f2d19df6be1da5663f894d74af87ebe22757d2c7,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/desktop/static/styles.css,100644,76540,2022,88527d8fe9edd372706c8ceee07523dfc9947cb6d4e409aced47e40ce232fdb8,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/desktop/static/vendor/marked.min.js,100644,39589,7,934e3e36e9e2da0afb1a6e75075bb0f09af05293a844e84a7477ef40911c349a,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/dingtalkapp.py,100644,7367,159,c5cec121a62d0d57c7653a7bdb8addc9600fe60aff0ae9c3e0e4d438629d23bf,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/export_cmd.py,100644,2886,79,53eef8999789e106ea2178765577a4473f69fd2396630ede9c6b32ff886a04dc,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/fsapp.py,100644,37995,993,c9690212f85b343f815344064ad93df9fb60607de38c93b3f0c86b445e2eaafc,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/genericagent_acp_bridge.py,100644,14442,376,4ce4e79cc610cfed0969344f77a8618b9c7aaa09a9db91119da0f102065b2011,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/keysym.py,100644,2516,73,f0956c62667b2f5bec4ce21436245082399a75873f2b4703bbb4cfb5cd4085a8,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/model_cmd.py,100644,5174,121,3396054e868cea35110384210f0054a50b661db5fd2b069dbdf7a3e9d607e5a9,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/plan_state.py,100644,7846,191,1d62db6443bb26c9a549baf3afe001f33afd499a2f92a81d727fe4ef699b49b7,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/qqapp.py,100644,5523,138,55d6ff5f4a625784982de1b8cf3253a3d45715e2b7fbf0d9d050ea990b236580,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/qtapp.py,100644,107282,2513,8e1b57e57e1ac030aa59d7e82b276268cafdd47aeecb6bd80697718408d5ad35,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/review_cmd.py,100644,4105,82,99a9ab81353731f7fbff6f93549b05296399f5a2c65ce7e92c3d046563312fd9,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/session_names.py,100644,3784,108,7d382f7db94abf6662aadf9d6ce359dae688de8ad5f415d0d50c70017323e69a,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/skins/boy/pet.png,100644,9074,0,ec607d9749345587580ccd577e2e4b80cb70fb449c7d2f4790443b8d6e4306d8,binary,binary-asset,sha256+format/build/package inspection
frontends/skins/boy/skin.json,100644,1312,66,acac43d43c92a74e5028f6ca0891538c4db93d8833155eaf2e8dd3d0fa5c9446,text,docs-config,byte/line inventory+targeted claim/config consistency review
frontends/skins/boy/skin.png,100644,165076,0,6e27e74b1d8842ebfc99a63c07ff846e307f9568809714f72060077b9b0678db,binary,binary-asset,sha256+format/build/package inspection
frontends/skins/dinosaur/pet.png,100644,871,0,04d9cd9f481eef22db7f7ed09cadc1efec89f96314b1f09699a26ac11570c9aa,binary,binary-asset,sha256+format/build/package inspection
frontends/skins/dinosaur/skin.json,100644,1342,63,b69c6dab28a4714c558a6499eb24b72b758b81d2e119da4a394c61d9411a3303,text,docs-config,byte/line inventory+targeted claim/config consistency review
frontends/skins/dinosaur/skin.png,100644,2902,0,c13301b6cd93e357dfc1530d444a054d99d64a89cc0a078c7948da6395e71654,binary,binary-asset,sha256+format/build/package inspection
frontends/skins/doux/pet.png,100644,568,0,849c89961caafee1f2754e54ec33480f5d830a5013c1be368981181f42a3e87e,binary,binary-asset,sha256+format/build/package inspection
frontends/skins/doux/skin.json,100644,1234,62,a0d12f7e61512b0fc7b0adf27455aeb86fc4a9614ac470cc783cbe6d3146e9b4,text,docs-config,byte/line inventory+targeted claim/config consistency review
frontends/skins/doux/skin.png,100644,1899,0,9f1e25749a47a817639cdefefb68ed9878334481042f39922d95b0695584018e,binary,binary-asset,sha256+format/build/package inspection
frontends/skins/line/License.txt,100644,221,6,f9cbbd16d713c2e5a3a5d2f9b357fb689924e9eb35d5fdf9516c0ae85f231587,text,docs-config,byte/line inventory+targeted claim/config consistency review
frontends/skins/line/pet.png,100644,15050,0,abdfb9c554b3e0e9a54e7c98ff4275b04a1b7dfc626dcd4f3488d48e45e65fb3,binary,binary-asset,sha256+format/build/package inspection
frontends/skins/line/skin.json,100644,1256,63,ab6ca36df01b2193b61b8cd257239d07cd557cbdd88c6cdac462dce513d53d87,text,docs-config,byte/line inventory+targeted claim/config consistency review
frontends/skins/line/skin.png,100644,166786,0,98f872daa91edbb70a0fb85683c2a77b757c79ebbe297609159f8d6151bc47e4,binary,binary-asset,sha256+format/build/package inspection
frontends/skins/mort/pet.png,100644,567,0,91bfa6fd42440e2e5ad9752be2af9ca68922b4a4c0385c829fe6efdbb3343c31,binary,binary-asset,sha256+format/build/package inspection
frontends/skins/mort/skin.json,100644,1234,62,a1468bb37b73c27f4a8d9966e112197baa2b2fac996512f5a59cd64ea089ff86,text,docs-config,byte/line inventory+targeted claim/config consistency review
frontends/skins/mort/skin.png,100644,1906,0,e943ca70acce1e936d4e17ffdc068e1f7b0824c844f728fe11e7b1a699930136,binary,binary-asset,sha256+format/build/package inspection
frontends/skins/tard/pet.png,100644,580,0,f00047b7d69c0d5a5ab00fcc489f52d466be78533e1f8bd371ae6891b35099fd,binary,binary-asset,sha256+format/build/package inspection
frontends/skins/tard/skin.json,100644,1234,62,9c021c6f0c051a558c7c6386205f27bcc4dc2d8c2e8059e4df9587626bef8d9d,text,docs-config,byte/line inventory+targeted claim/config consistency review
frontends/skins/tard/skin.png,100644,1920,0,bcfda2b005df54c02ce11e5293583d94313b40e2ed349de28f0d85b259df4b50,binary,binary-asset,sha256+format/build/package inspection
frontends/skins/vita/pet.png,100644,581,0,9e264252c8889d32d1ee0ef1d2b6cf3ec803beac549c5435dc700640181bd4ce,binary,binary-asset,sha256+format/build/package inspection
frontends/skins/vita/skin.json,100644,1234,62,a971d6868bcc1dfc455e4fa145db1a42eba6bf2408bcdc5672423e1f8de8ffa5,text,docs-config,byte/line inventory+targeted claim/config consistency review
frontends/skins/vita/skin.png,100644,1957,0,b1066ad427c2b8a578269fa5fd481a36ddfdc197867370af60c15a51f03fed46,binary,binary-asset,sha256+format/build/package inspection
frontends/slash_cmds.py,100644,27126,614,e8dd75a8ac21b3649a5356c6986e472b478af3afa08636161a7b2eda0dec5ead,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/stapp.py,100644,17237,339,4417c09f8de47102f496c06870a10cb48febafd134e10a2cbc641941afbfbbff,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/stapp2.py,100644,38073,1050,7f48f4db106b4c0695febc2e5d43c4e3273c0663f63f239d08681e12185dbca1,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/tgapp.py,100644,54752,1395,dea21984cecf444dce0f60840e607fdb25f387c853f1a6282370d602fd15acda,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/tui_v3.py,100644,291138,6034,53c35b0c6a37166c6c54018032fd34ff5eb30770b38bc7acc33261a443f357bf,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/tuiapp_v2.py,100644,399361,8744,853245cd7f59cbf14ee7d41d335365d1696fc3d85e6d50a7261cef0719c21491,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/tuiapp.py,100644,31295,780,42ddb587b0a1dff5a410c1f55f74f623470882e3ff950fb6c76e908785ba675e,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/wechatapp.py,100644,25730,511,95a4af426eb4528e33faef644619696c85b062c0233e833213dc02adddd70a04,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/wecomapp.py,100644,17861,364,053feeac429029cf9d53901664bf7775dacfe2ef1d70343fe7a30bd30da1ad30,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/workspace_cmd.py,100644,18004,479,c49f520e794d35032280bd73dfe50c48b02342aabd4b883e80c570d857f34f44,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
frontends/worldline.py,100644,58434,1264,9a9ed2c74bb6fe7380600833ca52a717698db83b29ad897d30835c1147f8710d,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
ga,100755,113,6,90be00e3268f9681e64fbdc284166226d1fcedc078a45d36310107dbf9030bc0,text,other,line scan+hash+repository consistency review
ga_cli/__init__.py,100644,1192,31,c56b12ec3f4d30a9f53189c991ae08f9031f65d61d0e1fc59a00fff4dc0bccc1,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
ga_cli/__main__.py,100644,64,4,4a390583518b328ba72fd0e2e08b868ffbd42581a19b311734f8adb950e19545,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
ga_cli/cli.py,100644,7089,226,de6aed82019f73621b7ee0f3f0d6ebb28a78af6545ad11bdc0e6eb5b1c0eff3b,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
ga_cli/ga_cli.cmd,100644,116,6,56d793fb249e48fa8591c78ee64ed47eb8b8e22bbb14d9496b418e3700cc331b,text,other,line scan+hash+repository consistency review
ga_cli/ga-cli-install.cmd,100644,2079,63,db1fc84c9bff2ca324203c4d1ba1cf9e84b1b8b9321eb34bb76c08965945a7bf,text,other,line scan+hash+repository consistency review
ga.cmd,100644,114,6,b06f709407e8ab6d4203c419cfe53cdbb7d97c342ae6512eb321e7d35b91daec,text,other,line scan+hash+repository consistency review
ga.py,100644,40357,721,cfbd0564bee58edd3feb729e10a460b42b8aacd597da709fc66d48ae5451c47b,text,legacy-or-support-source,byte/line inventory+syntax compiler+Semgrep/Bandit+targeted dangerous-API review+tests
